LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
DNK,HUR,TOT,PC_LF,A,2019,5.058333,
DNK,HUR,TOT,PC_LF,A,2020,5.65,
FIN,HUR,TOT,PC_LF,A,2000,9.783334,
FIN,HUR,TOT,PC_LF,A,2001,9.125,
FIN,HUR,TOT,PC_LF,A,2002,9.075,
FIN,HUR,TOT,PC_LF,A,2003,9.008333,
FIN,HUR,TOT,PC_LF,A,2004,8.825,
FIN,HUR,TOT,PC_LF,A,2005,8.4,
FIN,HUR,TOT,PC_LF,A,2006,7.716667,
FIN,HUR,TOT,PC_LF,A,2007,6.866667,
FIN,HUR,TOT,PC_LF,A,2008,6.366667,B
FIN,HUR,TOT,PC_LF,A,2009,8.366667,
FIN,HUR,TOT,PC_LF,A,2010,8.541667,
FIN,HUR,TOT,PC_LF,A,2011,7.966667,
FIN,HUR,TOT,PC_LF,A,2012,7.808333,
FIN,HUR,TOT,PC_LF,A,2013,8.3,
FIN,HUR,TOT,PC_LF,A,2014,8.75,
FIN,HUR,TOT,PC_LF,A,2015,9.458333,
FIN,HUR,TOT,PC_LF,A,2016,8.916667,
FIN,HUR,TOT,PC_LF,A,2017,8.766666,
FIN,HUR,TOT,PC_LF,A,2018,7.433333,
FIN,HUR,TOT,PC_LF,A,2019,6.741667,
FIN,HUR,TOT,PC_LF,A,2020,7.725,
FRA,HUR,TOT,PC_LF,A,2000,9.558333,
FRA,HUR,TOT,PC_LF,A,2001,8.741667,
FRA,HUR,TOT,PC_LF,A,2002,8.633333,
FRA,HUR,TOT,PC_LF,A,2003,8.508333,
FRA,HUR,TOT,PC_LF,A,2004,8.9,
FRA,HUR,TOT,PC_LF,A,2005,8.883333,
FRA,HUR,TOT,PC_LF,A,2006,8.85,
FRA,HUR,TOT,PC_LF,A,2007,8.016666,
FRA,HUR,TOT,PC_LF,A,2008,7.433333,
FRA,HUR,TOT,PC_LF,A,2009,9.116667,
FRA,HUR,TOT,PC_LF,A,2010,9.275,
FRA,HUR,TOT,PC_LF,A,2011,9.216666,
FRA,HUR,TOT,PC_LF,A,2012,9.758333,
FRA,HUR,TOT,PC_LF,A,2013,10.3,
FRA,HUR,TOT,PC_LF,A,2014,10.275,
FRA,HUR,TOT,PC_LF,A,2015,10.35,
FRA,HUR,TOT,PC_LF,A,2016,10.06667,
FRA,HUR,TOT,PC_LF,A,2017,9.425,
FRA,HUR,TOT,PC_LF,A,2018,9.025,
FRA,HUR,TOT,PC_LF,A,2019,8.433333,
FRA,HUR,TOT,PC_LF,A,2020,8.033334,
DEU,HUR,TOT,PC_LF,A,2000,8.008333,
DEU,HUR,TOT,PC_LF,A,2001,7.858333,
DEU,HUR,TOT,PC_LF,A,2002,8.683333,
DEU,HUR,TOT,PC_LF,A,2003,9.808333,
DEU,HUR,TOT,PC_LF,A,2004,10.5,
DEU,HUR,TOT,PC_LF,A,2005,11.28333,
DEU,HUR,TOT,PC_LF,A,2006,10.275,
DEU,HUR,TOT,PC_LF,A,2007,8.541667,
DEU,HUR,TOT,PC_LF,A,2008,7.425,
DEU,HUR,TOT,PC_LF,A,2009,7.641667,
DEU,HUR,TOT,PC_LF,A,2010,6.966667,
DEU,HUR,TOT,PC_LF,A,2011,5.833333,
DEU,HUR,TOT,PC_LF,A,2012,5.383333,
DEU,HUR,TOT,PC_LF,A,2013,5.241667,
DEU,HUR,TOT,PC_LF,A,2014,4.991667,
DEU,HUR,TOT,PC_LF,A,2015,4.633333,
DEU,HUR,TOT,PC_LF,A,2016,4.133333,
DEU,HUR,TOT,PC_LF,A,2017,3.758333,
DEU,HUR,TOT,PC_LF,A,2018,3.4,
DEU,HUR,TOT,PC_LF,A,2019,3.15,
DEU,HUR,TOT,PC_LF,A,2020,3.833333,B
GRC,HUR,TOT,PC_LF,A,2000,11.23333,
GRC,HUR,TOT,PC_LF,A,2001,10.675,
GRC,HUR,TOT,PC_LF,A,2002,10.33333,
GRC,HUR,TOT,PC_LF,A,2003,9.741667,
GRC,HUR,TOT,PC_LF,A,2004,10.60833,
GRC,HUR,TOT,PC_LF,A,2005,10.00833,
GRC,HUR,TOT,PC_LF,A,2006,9.033334,
GRC,HUR,TOT,PC_LF,A,2007,8.416667,
GRC,HUR,TOT,PC_LF,A,2008,7.766667,
GRC,HUR,TOT,PC_LF,A,2009,9.625,
GRC,HUR,TOT,PC_LF,A,2010,12.75,
GRC,HUR,TOT,PC_LF,A,2011,17.91667,
GRC,HUR,TOT,PC_LF,A,2012,24.49167,
GRC,HUR,TOT,PC_LF,A,2013,27.49167,
GRC,HUR,TOT,PC_LF,A,2014,26.55,
GRC,HUR,TOT,PC_LF,A,2015,24.95833,
GRC,HUR,TOT,PC_LF,A,2016,23.56667,
GRC,HUR,TOT,PC_LF,A,2017,21.53333,
GRC,HUR,TOT,PC_LF,A,2018,19.30833,
GRC,HUR,TOT,PC_LF,A,2019,17.33333,
GRC,HUR,TOT,PC_LF,A,2020,16.44167,B
HUN,HUR,TOT,PC_LF,A,2000,6.266667,
HUN,HUR,TOT,PC_LF,A,2001,5.575,
HUN,HUR,TOT,PC_LF,A,2002,5.583333,
HUN,HUR,TOT,PC_LF,A,2003,5.741667,
HUN,HUR,TOT,PC_LF,A,2004,6.066667,
HUN,HUR,TOT,PC_LF,A,2005,7.175,
HUN,HUR,TOT,PC_LF,A,2006,7.458333,
HUN,HUR,TOT,PC_LF,A,2007,7.391667,
HUN,HUR,TOT,PC_LF,A,2008,7.8,B
HUN,HUR,TOT,PC_LF,A,2009,9.675,
HUN,HUR,TOT,PC_LF,A,2010,10.8,
HUN,HUR,TOT,PC_LF,A,2011,10.66667,
HUN,HUR,TOT,PC_LF,A,2012,10.675,
HUN,HUR,TOT,PC_LF,A,2013,9.85,
HUN,HUR,TOT,PC_LF,A,2014,7.5,
HUN,HUR,TOT,PC_LF,A,2015,6.633333,
HUN,HUR,TOT,PC_LF,A,2016,4.975,
HUN,HUR,TOT,PC_LF,A,2017,4.05,
HUN,HUR,TOT,PC_LF,A,2018,3.591667,
HUN,HUR,TOT,PC_LF,A,2019,3.3,
HUN,HUR,TOT,PC_LF,A,2020,4.125,
ISL,HUR,TOT,PC_LF,A,2003,3.516667,
ISL,HUR,TOT,PC_LF,A,2004,3.408333,
ISL,HUR,TOT,PC_LF,A,2005,2.883333,
ISL,HUR,TOT,PC_LF,A,2006,3.208333,
ISL,HUR,TOT,PC_LF,A,2007,2.475,
ISL,HUR,TOT,PC_LF,A,2008,3.333333,
ISL,HUR,TOT,PC_LF,A,2009,8.016666,
ISL,HUR,TOT,PC_LF,A,2010,8.3,
ISL,HUR,TOT,PC_LF,A,2011,7.675,
ISL,HUR,TOT,PC_LF,A,2012,6.633333,
ISL,HUR,TOT,PC_LF,A,2013,5.841667,
ISL,HUR,TOT,PC_LF,A,2014,5.408333,
ISL,HUR,TOT,PC_LF,A,2015,4.508333,
ISL,HUR,TOT,PC_LF,A,2016,3.341667,
ISL,HUR,TOT,PC_LF,A,2017,3.283333,
ISL,HUR,TOT,PC_LF,A,2018,3.1,
ISL,HUR,TOT,PC_LF,A,2019,3.933333,
ISL,HUR,TOT,PC_LF,A,2020,6.433333,
IRL,HUR,TOT,PC_LF,A,2000,4.4,
IRL,HUR,TOT,PC_LF,A,2001,4.175,
IRL,HUR,TOT,PC_LF,A,2002,4.725,
IRL,HUR,TOT,PC_LF,A,2003,4.85,
IRL,HUR,TOT,PC_LF,A,2004,4.741667,
IRL,HUR,TOT,PC_LF,A,2005,4.633333,
IRL,HUR,TOT,PC_LF,A,2006,4.791667,
IRL,HUR,TOT,PC_LF,A,2007,5,
IRL,HUR,TOT,PC_LF,A,2008,6.791667,
IRL,HUR,TOT,PC_LF,A,2009,12.65833,
IRL,HUR,TOT,PC_LF,A,2010,14.575,
IRL,HUR,TOT,PC_LF,A,2011,15.40833,
IRL,HUR,TOT,PC_LF,A,2012,15.48333,
IRL,HUR,TOT,PC_LF,A,2013,13.775,
IRL,HUR,TOT,PC_LF,A,2014,11.88333,
IRL,HUR,TOT,PC_LF,A,2015,9.925,
IRL,HUR,TOT,PC_LF,A,2016,8.408334,
IRL,HUR,TOT,PC_LF,A,2017,6.733333,
IRL,HUR,TOT,PC_LF,A,2018,5.775,
IRL,HUR,TOT,PC_LF,A,2019,4.975,
IRL,HUR,TOT,PC_LF,A,2020,5.85,
ITA,HUR,TOT,PC_LF,A,2000,10.05,
ITA,HUR,TOT,PC_LF,A,2001,9.008333,
ITA,HUR,TOT,PC_LF,A,2002,8.475,
ITA,HUR,TOT,PC_LF,A,2003,8.433333,B
ITA,HUR,TOT,PC_LF,A,2004,8.05,P
ITA,HUR,TOT,PC_LF,A,2005,7.783333,P
ITA,HUR,TOT,PC_LF,A,2006,6.866667,P
ITA,HUR,TOT,PC_LF,A,2007,6.15,P
ITA,HUR,TOT,PC_LF,A,2008,6.775,P
ITA,HUR,TOT,PC_LF,A,2009,7.875,P
ITA,HUR,TOT,PC_LF,A,2010,8.541667,P
ITA,HUR,TOT,PC_LF,A,2011,8.508333,P
ITA,HUR,TOT,PC_LF,A,2012,10.88333,P
ITA,HUR,TOT,PC_LF,A,2013,12.375,P
ITA,HUR,TOT,PC_LF,A,2014,12.825,P
ITA,HUR,TOT,PC_LF,A,2015,12.025,P
ITA,HUR,TOT,PC_LF,A,2016,11.76667,P
ITA,HUR,TOT,PC_LF,A,2017,11.275,P
ITA,HUR,TOT,PC_LF,A,2018,10.675,P
ITA,HUR,TOT,PC_LF,A,2019,10.025,P
ITA,HUR,TOT,PC_LF,A,2020,9.283334,P
JPN,HUR,TOT,PC_LF,A,2000,4.716667,
JPN,HUR,TOT,PC_LF,A,2001,5.033333,
JPN,HUR,TOT,PC_LF,A,2002,5.375,
JPN,HUR,TOT,PC_LF,A,2003,5.258333,
JPN,HUR,TOT,PC_LF,A,2004,4.716667,
JPN,HUR,TOT,PC_LF,A,2005,4.425,
JPN,HUR,TOT,PC_LF,A,2006,4.141667,
JPN,HUR,TOT,PC_LF,A,2007,3.841667,
JPN,HUR,TOT,PC_LF,A,2008,3.991667,
JPN,HUR,TOT,PC_LF,A,2009,5.066667,
JPN,HUR,TOT,PC_LF,A,2010,5.05,
JPN,HUR,TOT,PC_LF,A,2011,4.583333,
JPN,HUR,TOT,PC_LF,A,2012,4.35,
JPN,HUR,TOT,PC_LF,A,2013,4.025,
JPN,HUR,TOT,PC_LF,A,2014,3.591667,
JPN,HUR,TOT,PC_LF,A,2015,3.375,
JPN,HUR,TOT,PC_LF,A,2016,3.116667,
JPN,HUR,TOT,PC_LF,A,2017,2.808333,
JPN,HUR,TOT,PC_LF,A,2018,2.441667,
JPN,HUR,TOT,PC_LF,A,2019,2.35,
JPN,HUR,TOT,PC_LF,A,2020,2.775,
KOR,HUR,TOT,PC_LF,A,2000,4.425,
KOR,HUR,TOT,PC_LF,A,2001,4,
KOR,HUR,TOT,PC_LF,A,2002,3.258333,
KOR,HUR,TOT,PC_LF,A,2003,3.55,
KOR,HUR,TOT,PC_LF,A,2004,3.658333,
KOR,HUR,TOT,PC_LF,A,2005,3.75,
KOR,HUR,TOT,PC_LF,A,2006,3.475,
KOR,HUR,TOT,PC_LF,A,2007,3.258333,
KOR,HUR,TOT,PC_LF,A,2008,3.175,
KOR,HUR,TOT,PC_LF,A,2009,3.633333,
KOR,HUR,TOT,PC_LF,A,2010,3.708333,
KOR,HUR,TOT,PC_LF,A,2011,3.408333,
KOR,HUR,TOT,PC_LF,A,2012,3.225,
KOR,HUR,TOT,PC_LF,A,2013,3.1,
KOR,HUR,TOT,PC_LF,A,2014,3.491667,
KOR,HUR,TOT,PC_LF,A,2015,3.591667,
KOR,HUR,TOT,PC_LF,A,2016,3.675,
KOR,HUR,TOT,PC_LF,A,2017,3.683333,
KOR,HUR,TOT,PC_LF,A,2018,3.833333,
KOR,HUR,TOT,PC_LF,A,2019,3.783333,
KOR,HUR,TOT,PC_LF,A,2020,3.941667,
LUX,HUR,TOT,PC_LF,A,2000,2.233333,
LUX,HUR,TOT,PC_LF,A,2001,1.9,
LUX,HUR,TOT,PC_LF,A,2002,2.558333,
LUX,HUR,TOT,PC_LF,A,2003,3.808333,
LUX,HUR,TOT,PC_LF,A,2004,4.95,
LUX,HUR,TOT,PC_LF,A,2005,4.65,
LUX,HUR,TOT,PC_LF,A,2006,4.575,
LUX,HUR,TOT,PC_LF,A,2007,4.166667,
LUX,HUR,TOT,PC_LF,A,2008,4.916667,
LUX,HUR,TOT,PC_LF,A,2009,5.116667,
LUX,HUR,TOT,PC_LF,A,2010,4.583333,
LUX,HUR,TOT,PC_LF,A,2011,4.833333,
LUX,HUR,TOT,PC_LF,A,2012,5.066667,
LUX,HUR,TOT,PC_LF,A,2013,5.875,
LUX,HUR,TOT,PC_LF,A,2014,6.05,
LUX,HUR,TOT,PC_LF,A,2015,6.458333,
LUX,HUR,TOT,PC_LF,A,2016,6.333333,
LUX,HUR,TOT,PC_LF,A,2017,5.616667,
LUX,HUR,TOT,PC_LF,A,2018,5.5,
LUX,HUR,TOT,PC_LF,A,2019,5.591667,
LUX,HUR,TOT,PC_LF,A,2020,6.691667,B
MEX,HUR,TOT,PC_LF,A,2000,2.505833,
MEX,HUR,TOT,PC_LF,A,2001,2.756667,
MEX,HUR,TOT,PC_LF,A,2002,2.978333,
MEX,HUR,TOT,PC_LF,A,2003,3.405833,
MEX,HUR,TOT,PC_LF,A,2004,3.915833,B
MEX,HUR,TOT,PC_LF,A,2005,3.595785,
MEX,HUR,TOT,PC_LF,A,2006,3.596744,
MEX,HUR,TOT,PC_LF,A,2007,3.721604,
MEX,HUR,TOT,PC_LF,A,2008,3.974655,
MEX,HUR,TOT,PC_LF,A,2009,5.479068,
MEX,HUR,TOT,PC_LF,A,2010,5.380876,
MEX,HUR,TOT,PC_LF,A,2011,5.233573,
MEX,HUR,TOT,PC_LF,A,2012,4.952769,
MEX,HUR,TOT,PC_LF,A,2013,4.929466,
MEX,HUR,TOT,PC_LF,A,2014,4.828958,
MEX,HUR,TOT,PC_LF,A,2015,4.352943,
MEX,HUR,TOT,PC_LF,A,2016,3.881356,
MEX,HUR,TOT,PC_LF,A,2017,3.419046,
MEX,HUR,TOT,PC_LF,A,2018,3.328549,
MEX,HUR,TOT,PC_LF,A,2019,3.49458,
MEX,HUR,TOT,PC_LF,A,2020,4.433232,
NLD,HUR,TOT,PC_LF,A,2000,3.666667,
NLD,HUR,TOT,PC_LF,A,2001,3.075,
NLD,HUR,TOT,PC_LF,A,2002,3.666667,
NLD,HUR,TOT,PC_LF,A,2003,4.841667,
NLD,HUR,TOT,PC_LF,A,2004,5.675,
NLD,HUR,TOT,PC_LF,A,2005,5.883333,
NLD,HUR,TOT,PC_LF,A,2006,5.008333,
NLD,HUR,TOT,PC_LF,A,2007,4.175,
NLD,HUR,TOT,PC_LF,A,2008,3.666667,
NLD,HUR,TOT,PC_LF,A,2009,4.35,
NLD,HUR,TOT,PC_LF,A,2010,5.008333,
NLD,HUR,TOT,PC_LF,A,2011,4.991667,
NLD,HUR,TOT,PC_LF,A,2012,5.825,
NLD,HUR,TOT,PC_LF,A,2013,7.241667,
NLD,HUR,TOT,PC_LF,A,2014,7.425,
NLD,HUR,TOT,PC_LF,A,2015,6.891667,
NLD,HUR,TOT,PC_LF,A,2016,6.025,
NLD,HUR,TOT,PC_LF,A,2017,4.858333,
NLD,HUR,TOT,PC_LF,A,2018,3.841667,
NLD,HUR,TOT,PC_LF,A,2019,3.4,
NLD,HUR,TOT,PC_LF,A,2020,3.833333,
NZL,HUR,TOT,PC_LF,A,2000,6.15,
NZL,HUR,TOT,PC_LF,A,2001,5.45,
NZL,HUR,TOT,PC_LF,A,2002,5.3,
NZL,HUR,TOT,PC_LF,A,2003,4.775,
NZL,HUR,TOT,PC_LF,A,2004,4.025,
NZL,HUR,TOT,PC_LF,A,2005,3.825,
NZL,HUR,TOT,PC_LF,A,2006,3.85,
NZL,HUR,TOT,PC_LF,A,2007,3.575,
NZL,HUR,TOT,PC_LF,A,2008,4.025,
NZL,HUR,TOT,PC_LF,A,2009,5.875,
NZL,HUR,TOT,PC_LF,A,2010,6.225,
NZL,HUR,TOT,PC_LF,A,2011,6.025,
NZL,HUR,TOT,PC_LF,A,2012,6.475,
NZL,HUR,TOT,PC_LF,A,2013,5.85,
NZL,HUR,TOT,PC_LF,A,2014,5.425,
NZL,HUR,TOT,PC_LF,A,2015,5.4,
NZL,HUR,TOT,PC_LF,A,2016,5.125,
NZL,HUR,TOT,PC_LF,A,2017,4.725,
NZL,HUR,TOT,PC_LF,A,2018,4.325,
NZL,HUR,TOT,PC_LF,A,2019,4.1,
NZL,HUR,TOT,PC_LF,A,2020,4.6,
NOR,HUR,TOT,PC_LF,A,2000,3.241667,
NOR,HUR,TOT,PC_LF,A,2001,3.408333,
NOR,HUR,TOT,PC_LF,A,2002,3.666667,
NOR,HUR,TOT,PC_LF,A,2003,4.208333,
NOR,HUR,TOT,PC_LF,A,2004,4.275,
NOR,HUR,TOT,PC_LF,A,2005,4.525,B
NOR,HUR,TOT,PC_LF,A,2006,3.425,
NOR,HUR,TOT,PC_LF,A,2007,2.558333,
NOR,HUR,TOT,PC_LF,A,2008,2.725,
NOR,HUR,TOT,PC_LF,A,2009,3.283333,
NOR,HUR,TOT,PC_LF,A,2010,3.733333,
NOR,HUR,TOT,PC_LF,A,2011,3.408333,
NOR,HUR,TOT,PC_LF,A,2012,3.3,
NOR,HUR,TOT,PC_LF,A,2013,3.758333,
NOR,HUR,TOT,PC_LF,A,2014,3.633333,
NOR,HUR,TOT,PC_LF,A,2015,4.5,
NOR,HUR,TOT,PC_LF,A,2016,4.758333,
NOR,HUR,TOT,PC_LF,A,2017,4.191667,
NOR,HUR,TOT,PC_LF,A,2018,3.875,
NOR,HUR,TOT,PC_LF,A,2019,3.7,
NOR,HUR,TOT,PC_LF,A,2020,4.6,
POL,HUR,TOT,PC_LF,A,2000,16.075,
POL,HUR,TOT,PC_LF,A,2001,18.30833,
POL,HUR,TOT,PC_LF,A,2002,20.03333,
POL,HUR,TOT,PC_LF,A,2003,19.75,
POL,HUR,TOT,PC_LF,A,2004,19.14167,
POL,HUR,TOT,PC_LF,A,2005,17.925,
POL,HUR,TOT,PC_LF,A,2006,13.96667,
POL,HUR,TOT,PC_LF,A,2007,9.608334,
POL,HUR,TOT,PC_LF,A,2008,7.041667,
POL,HUR,TOT,PC_LF,A,2009,8.116667,
POL,HUR,TOT,PC_LF,A,2010,9.675,
POL,HUR,TOT,PC_LF,A,2011,9.65,
POL,HUR,TOT,PC_LF,A,2012,10.10833,
POL,HUR,TOT,PC_LF,A,2013,10.34167,
POL,HUR,TOT,PC_LF,A,2014,9.016666,
POL,HUR,TOT,PC_LF,A,2015,7.525,
POL,HUR,TOT,PC_LF,A,2016,6.191667,
POL,HUR,TOT,PC_LF,A,2017,4.883333,
POL,HUR,TOT,PC_LF,A,2018,3.858333,
POL,HUR,TOT,PC_LF,A,2019,3.283333,
POL,HUR,TOT,PC_LF,A,2020,3.158333,B
PRT,HUR,TOT,PC_LF,A,2000,5.266667,
PRT,HUR,TOT,PC_LF,A,2001,5.375,
PRT,HUR,TOT,PC_LF,A,2002,6.466667,
PRT,HUR,TOT,PC_LF,A,2003,7.808333,
PRT,HUR,TOT,PC_LF,A,2004,8.166667,
PRT,HUR,TOT,PC_LF,A,2005,9.233334,
PRT,HUR,TOT,PC_LF,A,2006,9.3,
PRT,HUR,TOT,PC_LF,A,2007,9.583333,
PRT,HUR,TOT,PC_LF,A,2008,9.241667,
PRT,HUR,TOT,PC_LF,A,2009,11.225,
PRT,HUR,TOT,PC_LF,A,2010,12.58333,
PRT,HUR,TOT,PC_LF,A,2011,13.51667,
PRT,HUR,TOT,PC_LF,A,2012,16.575,
PRT,HUR,TOT,PC_LF,A,2013,17.175,
PRT,HUR,TOT,PC_LF,A,2014,14.65,
PRT,HUR,TOT,PC_LF,A,2015,13.025,
PRT,HUR,TOT,PC_LF,A,2016,11.46667,
PRT,HUR,TOT,PC_LF,A,2017,9.225,
PRT,HUR,TOT,PC_LF,A,2018,7.166667,
PRT,HUR,TOT,PC_LF,A,2019,6.675,
PRT,HUR,TOT,PC_LF,A,2020,7.116667,
SVK,HUR,TOT,PC_LF,A,2000,18.90833,
SVK,HUR,TOT,PC_LF,A,2001,19.45833,
SVK,HUR,TOT,PC_LF,A,2002,18.80833,
SVK,HUR,TOT,PC_LF,A,2003,17.69167,
