"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","WKGPOP","TOT","PC_POP","A","2010",67.5055546126937,
"AUT","WKGPOP","TOT","PC_POP","A","2011",67.6576264696549,
"AUT","WKGPOP","TOT","PC_POP","A","2012",67.5673613281067,
"AUT","WKGPOP","TOT","PC_POP","A","2013",67.439104518811,
"AUT","WKGPOP","TOT","PC_POP","A","2014",67.3005707442428,
"AUT","WKGPOP","TOT","PC_POP","A","2015",67.2390894556232,
"AUT","WKGPOP","TOT","PC_POP","A","2016",67.1433439140411,
"AUT","WKGPOP","TOT","PC_POP","A","2017",66.9827982098614,
"BEL","WKGPOP","TOT","PC_POP","A","2000",65.5909861502703,
"BEL","WKGPOP","TOT","PC_POP","A","2001",65.5547509466468,
"BEL","WKGPOP","TOT","PC_POP","A","2002",65.5624143079362,
"BEL","WKGPOP","TOT","PC_POP","A","2003",65.5813776427242,
"BEL","WKGPOP","TOT","PC_POP","A","2004",65.5895668925826,
"BEL","WKGPOP","TOT","PC_POP","A","2005",65.6468024358558,
"BEL","WKGPOP","TOT","PC_POP","A","2006",65.8089586266761,
"BEL","WKGPOP","TOT","PC_POP","A","2007",65.9882580923367,
"BEL","WKGPOP","TOT","PC_POP","A","2008",66.0510910575337,
"BEL","WKGPOP","TOT","PC_POP","A","2009",65.9887585770868,
"BEL","WKGPOP","TOT","PC_POP","A","2010",65.8956757638343,
"BEL","WKGPOP","TOT","PC_POP","A","2011",65.7203962736192,
"BEL","WKGPOP","TOT","PC_POP","A","2012",65.4776834456296,
"BEL","WKGPOP","TOT","PC_POP","A","2013",65.2488491494812,
"BEL","WKGPOP","TOT","PC_POP","A","2014",65.0118544393279,
"BEL","WKGPOP","TOT","PC_POP","A","2015",64.8108364178268,
"BEL","WKGPOP","TOT","PC_POP","A","2016",64.6308903149472,
"BEL","WKGPOP","TOT","PC_POP","A","2017",64.4304063033826,
"CAN","WKGPOP","TOT","PC_POP","A","2000",68.2759901752378,
"CAN","WKGPOP","TOT","PC_POP","A","2001",68.4954647675944,
"CAN","WKGPOP","TOT","PC_POP","A","2002",68.6984972199847,
"CAN","WKGPOP","TOT","PC_POP","A","2003",68.8636541466845,
"CAN","WKGPOP","TOT","PC_POP","A","2004",69.0417713725658,
"CAN","WKGPOP","TOT","PC_POP","A","2005",69.2605572310395,
"CAN","WKGPOP","TOT","PC_POP","A","2006",69.3991165316915,
"CAN","WKGPOP","TOT","PC_POP","A","2007",69.4648929240073,
"CAN","WKGPOP","TOT","PC_POP","A","2008",69.4486150649208,
"CAN","WKGPOP","TOT","PC_POP","A","2009",69.4028632222379,
"CAN","WKGPOP","TOT","PC_POP","A","2010",69.3391500263389,
"CAN","WKGPOP","TOT","PC_POP","A","2011",69.1780340022961,
"CAN","WKGPOP","TOT","PC_POP","A","2012",68.8449563985619,
"CAN","WKGPOP","TOT","PC_POP","A","2013",68.4831699177897,
"CAN","WKGPOP","TOT","PC_POP","A","2014",68.1288050334343,
"CAN","WKGPOP","TOT","PC_POP","A","2015",67.7447282445452,
"CAN","WKGPOP","TOT","PC_POP","A","2016",67.3581848448858,
"CAN","WKGPOP","TOT","PC_POP","A","2017",67.0350287225756,
"CZE","WKGPOP","TOT","PC_POP","A","2000",69.7517635185894,
"CZE","WKGPOP","TOT","PC_POP","A","2001",70.1092565554325,
"CZE","WKGPOP","TOT","PC_POP","A","2002",70.3884332698676,
"CZE","WKGPOP","TOT","PC_POP","A","2003",70.681059369704,
"CZE","WKGPOP","TOT","PC_POP","A","2004",70.9295053955046,
"CZE","WKGPOP","TOT","PC_POP","A","2005",71.0845671506568,
"CZE","WKGPOP","TOT","PC_POP","A","2006",71.1779776959291,
"CZE","WKGPOP","TOT","PC_POP","A","2007",71.207347232877,
"CZE","WKGPOP","TOT","PC_POP","A","2008",71.0906132223272,
"CZE","WKGPOP","TOT","PC_POP","A","2009",70.7724220730474,
"CZE","WKGPOP","TOT","PC_POP","A","2010",70.306573573864,
"CZE","WKGPOP","TOT","PC_POP","A","2011",69.5039151456767,
"CZE","WKGPOP","TOT","PC_POP","A","2012",68.7410733707314,
"CZE","WKGPOP","TOT","PC_POP","A","2013",67.9860435808435,
"CZE","WKGPOP","TOT","PC_POP","A","2014",67.2953162074695,
"CZE","WKGPOP","TOT","PC_POP","A","2015",66.6318945888159,
"CZE","WKGPOP","TOT","PC_POP","A","2016",65.9663762942861,
"CZE","WKGPOP","TOT","PC_POP","A","2017",65.3180038464422,
"DNK","WKGPOP","TOT","PC_POP","A","2000",66.6694708079524,
"DNK","WKGPOP","TOT","PC_POP","A","2001",66.5195416241992,
"DNK","WKGPOP","TOT","PC_POP","A","2002",66.4015756602543,
"DNK","WKGPOP","TOT","PC_POP","A","2003",66.2886144015397,
"DNK","WKGPOP","TOT","PC_POP","A","2004",66.1888325452026,
"DNK","WKGPOP","TOT","PC_POP","A","2005",66.1202464264072,
"DNK","WKGPOP","TOT","PC_POP","A","2006",66.0863321769701,
"DNK","WKGPOP","TOT","PC_POP","A","2007",66.0187836182515,
"DNK","WKGPOP","TOT","PC_POP","A","2008",65.8931955455817,
"DNK","WKGPOP","TOT","PC_POP","A","2009",65.6917611765394,
"DNK","WKGPOP","TOT","PC_POP","A","2010",65.4190189109709,
"DNK","WKGPOP","TOT","PC_POP","A","2011",65.0823552827664,
"DNK","WKGPOP","TOT","PC_POP","A","2012",64.7880424228377,
"DNK","WKGPOP","TOT","PC_POP","A","2013",64.5763680683727,
"DNK","WKGPOP","TOT","PC_POP","A","2014",64.4477145049248,
"DNK","WKGPOP","TOT","PC_POP","A","2015",64.3651463418586,
"DNK","WKGPOP","TOT","PC_POP","A","2016",64.261949083022,
"DNK","WKGPOP","TOT","PC_POP","A","2017",64.1323423879137,
"FIN","WKGPOP","TOT","PC_POP","A","2000",66.9285188390023,
"FIN","WKGPOP","TOT","PC_POP","A","2001",66.9189987287985,
"FIN","WKGPOP","TOT","PC_POP","A","2002",66.8832699624159,
"FIN","WKGPOP","TOT","PC_POP","A","2003",66.8246943704309,
"FIN","WKGPOP","TOT","PC_POP","A","2004",66.730270784842,
"FIN","WKGPOP","TOT","PC_POP","A","2005",66.7031699738854,
"FIN","WKGPOP","TOT","PC_POP","A","2006",66.5990096208585,
"FIN","WKGPOP","TOT","PC_POP","A","2007",66.5351855524939,
"FIN","WKGPOP","TOT","PC_POP","A","2008",66.5651810762153,
"FIN","WKGPOP","TOT","PC_POP","A","2009",66.4536501845804,
"FIN","WKGPOP","TOT","PC_POP","A","2010",66.182720807795,
"FIN","WKGPOP","TOT","PC_POP","A","2011",65.6908374335965,
"FIN","WKGPOP","TOT","PC_POP","A","2012",65.1068430967533,
"FIN","WKGPOP","TOT","PC_POP","A","2013",64.5047274532426,
"FIN","WKGPOP","TOT","PC_POP","A","2014",63.9333978698553,
"FIN","WKGPOP","TOT","PC_POP","A","2015",63.4355550332072,
"FIN","WKGPOP","TOT","PC_POP","A","2016",63.0295141463692,
"FIN","WKGPOP","TOT","PC_POP","A","2017",62.6567365181677,
"FRA","WKGPOP","TOT","PC_POP","A","2000",65.0463039964904,
"FRA","WKGPOP","TOT","PC_POP","A","2001",65.0000522372614,
"FRA","WKGPOP","TOT","PC_POP","A","2002",64.9891314846063,
"FRA","WKGPOP","TOT","PC_POP","A","2003",65.0159796783703,
"FRA","WKGPOP","TOT","PC_POP","A","2004",65.0398826707291,
"FRA","WKGPOP","TOT","PC_POP","A","2005",65.0714834739576,
"FRA","WKGPOP","TOT","PC_POP","A","2006",65.1298385828962,
"FRA","WKGPOP","TOT","PC_POP","A","2007",65.1394880393971,
"FRA","WKGPOP","TOT","PC_POP","A","2008",65.0462738675619,
"FRA","WKGPOP","TOT","PC_POP","A","2009",64.895262029347,
"FRA","WKGPOP","TOT","PC_POP","A","2010",64.753493842489,
"FRA","WKGPOP","TOT","PC_POP","A","2011",64.4819297129731,
"FRA","WKGPOP","TOT","PC_POP","A","2012",64.0609334147037,
"FRA","WKGPOP","TOT","PC_POP","A","2013",63.6427936301106,
"FRA","WKGPOP","TOT","PC_POP","A","2014",63.2100079377855,
"FRA","WKGPOP","TOT","PC_POP","A","2015",62.861157738062,
"FRA","WKGPOP","TOT","PC_POP","A","2016",62.5623946942746,
"FRA","WKGPOP","TOT","PC_POP","A","2017",62.2957618397916,
"DEU","WKGPOP","TOT","PC_POP","A","2000",67.9366540211934,
"DEU","WKGPOP","TOT","PC_POP","A","2001",67.7256419149666,
"DEU","WKGPOP","TOT","PC_POP","A","2002",67.5476166112042,
"DEU","WKGPOP","TOT","PC_POP","A","2003",67.3610937529817,
"DEU","WKGPOP","TOT","PC_POP","A","2004",67.0887793907499,
"DEU","WKGPOP","TOT","PC_POP","A","2005",66.768258261447,
"DEU","WKGPOP","TOT","PC_POP","A","2006",66.4584975363164,
"DEU","WKGPOP","TOT","PC_POP","A","2007",66.2431331450579,
"DEU","WKGPOP","TOT","PC_POP","A","2008",66.1012713211141,
"DEU","WKGPOP","TOT","PC_POP","A","2009",65.9396106395439,
"DEU","WKGPOP","TOT","PC_POP","A","2010",65.9379069912817,
"DEU","WKGPOP","TOT","PC_POP","A","2011",65.8445923518811,
"DEU","WKGPOP","TOT","PC_POP","A","2012",65.9471971105401,
"DEU","WKGPOP","TOT","PC_POP","A","2013",65.9663400131972,
"DEU","WKGPOP","TOT","PC_POP","A","2014",65.8749301315056,
"DEU","WKGPOP","TOT","PC_POP","A","2015",65.74913723924,
"DEU","WKGPOP","TOT","PC_POP","A","2016",65.5491857433664,
"DEU","WKGPOP","TOT","PC_POP","A","2017",65.2541575426159,
"GRC","WKGPOP","TOT","PC_POP","A","2000",67.8633690073651,
"GRC","WKGPOP","TOT","PC_POP","A","2001",67.3100825814166,
"GRC","WKGPOP","TOT","PC_POP","A","2002",66.772595028702,
"GRC","WKGPOP","TOT","PC_POP","A","2003",66.6910595025362,
"GRC","WKGPOP","TOT","PC_POP","A","2004",66.6534582573188,
"GRC","WKGPOP","TOT","PC_POP","A","2005",66.6404151841997,
"GRC","WKGPOP","TOT","PC_POP","A","2006",66.6565702082853,
"GRC","WKGPOP","TOT","PC_POP","A","2007",66.6851941255917,
"GRC","WKGPOP","TOT","PC_POP","A","2008",66.6482154145768,
"GRC","WKGPOP","TOT","PC_POP","A","2009",66.4895714123783,
"GRC","WKGPOP","TOT","PC_POP","A","2010",66.2288568719752,
"GRC","WKGPOP","TOT","PC_POP","A","2011",65.8686525767904,
"GRC","WKGPOP","TOT","PC_POP","A","2012",65.4599316795548,
"GRC","WKGPOP","TOT","PC_POP","A","2013",65.0621889651168,
"GRC","WKGPOP","TOT","PC_POP","A","2014",64.7203030732854,
"GRC","WKGPOP","TOT","PC_POP","A","2015",64.4363264994178,
"GRC","WKGPOP","TOT","PC_POP","A","2016",64.16088358111,
"GRC","WKGPOP","TOT","PC_POP","A","2017",63.9169332715556,
"HUN","WKGPOP","TOT","PC_POP","A","2000",68.1847602063076,
"HUN","WKGPOP","TOT","PC_POP","A","2001",68.3486300669305,
"HUN","WKGPOP","TOT","PC_POP","A","2002",68.4751850892986,
"HUN","WKGPOP","TOT","PC_POP","A","2003",68.5763953674565,
"HUN","WKGPOP","TOT","PC_POP","A","2004",68.6830300164042,
"HUN","WKGPOP","TOT","PC_POP","A","2005",68.7646970416763,
"HUN","WKGPOP","TOT","PC_POP","A","2006",68.8278580459826,
"HUN","WKGPOP","TOT","PC_POP","A","2007",68.8364838603239,
"HUN","WKGPOP","TOT","PC_POP","A","2008",68.7912537185504,
"HUN","WKGPOP","TOT","PC_POP","A","2009",68.7048142072648,
"HUN","WKGPOP","TOT","PC_POP","A","2010",68.6566726866546,
"HUN","WKGPOP","TOT","PC_POP","A","2011",68.6481757283792,
"HUN","WKGPOP","TOT","PC_POP","A","2012",68.5054399213577,
"HUN","WKGPOP","TOT","PC_POP","A","2013",68.2092629769709,
"HUN","WKGPOP","TOT","PC_POP","A","2014",67.8251260380363,
"HUN","WKGPOP","TOT","PC_POP","A","2015",67.4264466462292,
"HUN","WKGPOP","TOT","PC_POP","A","2016",67.0261419727235,
"HUN","WKGPOP","TOT","PC_POP","A","2017",66.6684171149296,
"ISL","WKGPOP","TOT","PC_POP","A","2000",65.1429587482219,
"ISL","WKGPOP","TOT","PC_POP","A","2001",65.2194967891357,
"ISL","WKGPOP","TOT","PC_POP","A","2002",65.3066264138344,
"ISL","WKGPOP","TOT","PC_POP","A","2003",65.4882875912711,
"ISL","WKGPOP","TOT","PC_POP","A","2004",65.7549207914351,
"ISL","WKGPOP","TOT","PC_POP","A","2005",66.2114890777599,
"ISL","WKGPOP","TOT","PC_POP","A","2006",66.8369631053643,
"ISL","WKGPOP","TOT","PC_POP","A","2007",67.3450654273399,
"ISL","WKGPOP","TOT","PC_POP","A","2008",67.527189323386,
"ISL","WKGPOP","TOT","PC_POP","A","2009",67.2968059754915,
"ISL","WKGPOP","TOT","PC_POP","A","2010",66.9325627900542,
"ISL","WKGPOP","TOT","PC_POP","A","2011",66.7146273952936,
"ISL","WKGPOP","TOT","PC_POP","A","2012",66.5200188324504,
"ISL","WKGPOP","TOT","PC_POP","A","2013",66.3337070635002,
"ISL","WKGPOP","TOT","PC_POP","A","2014",66.187812901866,
"ISL","WKGPOP","TOT","PC_POP","A","2015",66.1206463977172,
"ISL","WKGPOP","TOT","PC_POP","A","2016",66.1836123242953,
"ISL","WKGPOP","TOT","PC_POP","A","2017",66.4177822300007,
"IRL","WKGPOP","TOT","PC_POP","A","2000",66.9435255398022,
"IRL","WKGPOP","TOT","PC_POP","A","2001",67.3175906204984,
"IRL","WKGPOP","TOT","PC_POP","A","2002",67.7466549474204,
"IRL","WKGPOP","TOT","PC_POP","A","2003",67.9238655297067,
"IRL","WKGPOP","TOT","PC_POP","A","2004",68.0236864145745,
"IRL","WKGPOP","TOT","PC_POP","A","2005",68.2531903153461,
"IRL","WKGPOP","TOT","PC_POP","A","2006",68.6405796081153,
"IRL","WKGPOP","TOT","PC_POP","A","2007",69.0299146998452,
"IRL","WKGPOP","TOT","PC_POP","A","2008",68.8492041372821,
"IRL","WKGPOP","TOT","PC_POP","A","2009",68.3397762603965,
"IRL","WKGPOP","TOT","PC_POP","A","2010",67.6655404463416,
"IRL","WKGPOP","TOT","PC_POP","A","2011",67.0313459039872,
"IRL","WKGPOP","TOT","PC_POP","A","2012",66.5175347873401,
"IRL","WKGPOP","TOT","PC_POP","A","2013",66.1276897649647,
"IRL","WKGPOP","TOT","PC_POP","A","2014",65.8374664186815,
"IRL","WKGPOP","TOT","PC_POP","A","2015",65.6133053826891,
"IRL","WKGPOP","TOT","PC_POP","A","2016",65.4964124586964,
"IRL","WKGPOP","TOT","PC_POP","A","2017",65.4271370414962,
"ITA","WKGPOP","TOT","PC_POP","A","2000",67.4457257536022,
"ITA","WKGPOP","TOT","PC_POP","A","2001",67.1979748451374,
"ITA","WKGPOP","TOT","PC_POP","A","2002",66.9413811284719,
"ITA","WKGPOP","TOT","PC_POP","A","2003",66.724702912604,
"ITA","WKGPOP","TOT","PC_POP","A","2004",66.507156770528,
"ITA","WKGPOP","TOT","PC_POP","A","2005",66.2054966035196,
"ITA","WKGPOP","TOT","PC_POP","A","2006",65.9365245428744,
"ITA","WKGPOP","TOT","PC_POP","A","2007",65.7968522053493,
"ITA","WKGPOP","TOT","PC_POP","A","2008",65.7142942068899,
"ITA","WKGPOP","TOT","PC_POP","A","2009",65.600894735824,
"ITA","WKGPOP","TOT","PC_POP","A","2010",65.5099511024868,
"ITA","WKGPOP","TOT","PC_POP","A","2011",65.3089857597711,
"ITA","WKGPOP","TOT","PC_POP","A","2012",65.0031317678553,
"ITA","WKGPOP","TOT","PC_POP","A","2013",64.7240773651298,
"ITA","WKGPOP","TOT","PC_POP","A","2014",64.4556343735223,
"ITA","WKGPOP","TOT","PC_POP","A","2015",64.2608379311972,
"ITA","WKGPOP","TOT","PC_POP","A","2016",64.1341893117916,
"ITA","WKGPOP","TOT","PC_POP","A","2017",64.0469739686779,
"JPN","WKGPOP","TOT","PC_POP","A","2000",68.052690420185,
"JPN","WKGPOP","TOT","PC_POP","A","2001",67.6709272454455,
"JPN","WKGPOP","TOT","PC_POP","A","2002",67.2546788558873,
"JPN","WKGPOP","TOT","PC_POP","A","2003",66.9226369114317,
"JPN","WKGPOP","TOT","PC_POP","A","2004",66.6285526326094,
"JPN","WKGPOP","TOT","PC_POP","A","2005",66.0744434948239,
"JPN","WKGPOP","TOT","PC_POP","A","2006",65.5325281528382,
"JPN","WKGPOP","TOT","PC_POP","A","2007",64.9711910022891,
"JPN","WKGPOP","TOT","PC_POP","A","2008",64.4510085415848,
"JPN","WKGPOP","TOT","PC_POP","A","2009",63.9106790535961,
"JPN","WKGPOP","TOT","PC_POP","A","2010",63.8264931481638,
"JPN","WKGPOP","TOT","PC_POP","A","2011",63.6483984692895,
"JPN","WKGPOP","TOT","PC_POP","A","2012",62.8752264325054,
"JPN","WKGPOP","TOT","PC_POP","A","2013",62.0673705522588,
"JPN","WKGPOP","TOT","PC_POP","A","2014",61.2599669200387,
"JPN","WKGPOP","TOT","PC_POP","A","2015",60.806257567927,
"JPN","WKGPOP","TOT","PC_POP","A","2016",60.3168061278926,
"JPN","WKGPOP","TOT","PC_POP","A","2017",59.9515090854663,
"KOR","WKGPOP","TOT","PC_POP","A","2000",71.6939806409154,
"KOR","WKGPOP","TOT","PC_POP","A","2001",71.6628023495971,
"KOR","WKGPOP","TOT","PC_POP","A","2002",71.6877579088695,
"KOR","WKGPOP","TOT","PC_POP","A","2003",71.7600500957043,
"KOR","WKGPOP","TOT","PC_POP","A","2004",71.7967854387995,
"KOR","WKGPOP","TOT","PC_POP","A","2005",71.8913139003176,
"KOR","WKGPOP","TOT","PC_POP","A","2006",72.1183418275772,
"KOR","WKGPOP","TOT","PC_POP","A","2007",72.3211769835278,
"KOR","WKGPOP","TOT","PC_POP","A","2008",72.5461315558131,
"KOR","WKGPOP","TOT","PC_POP","A","2009",72.8113189313625,
"KOR","WKGPOP","TOT","PC_POP","A","2010",73.0687374642088,
"KOR","WKGPOP","TOT","PC_POP","A","2011",73.3930045510873,
"KOR","WKGPOP","TOT","PC_POP","A","2012",73.4183285357429,
"KOR","WKGPOP","TOT","PC_POP","A","2013",73.3983928618064,
"KOR","WKGPOP","TOT","PC_POP","A","2014",73.4153552847686,
"KOR","WKGPOP","TOT","PC_POP","A","2015",73.3978925823446,
"KOR","WKGPOP","TOT","PC_POP","A","2016",73.4044703166983,
"KOR","WKGPOP","TOT","PC_POP","A","2017",73.1506427009696,
"LUX","WKGPOP","TOT","PC_POP","A","2000",66.9894545762922,
"LUX","WKGPOP","TOT","PC_POP","A","2001",67.166754997486,
"LUX","WKGPOP","TOT","PC_POP","A","2002",67.1411537409843,
"LUX","WKGPOP","TOT","PC_POP","A","2003",67.214022221927,
"LUX","WKGPOP","TOT","PC_POP","A","2004",67.3015380988347,
"LUX","WKGPOP","TOT","PC_POP","A","2005",67.3994737204183,
"LUX","WKGPOP","TOT","PC_POP","A","2006",67.5637534619299,
"LUX","WKGPOP","TOT","PC_POP","A","2007",67.7482124702078,
"LUX","WKGPOP","TOT","PC_POP","A","2008",67.9731994671,
"LUX","WKGPOP","TOT","PC_POP","A","2009",68.1951774166655,
"LUX","WKGPOP","TOT","PC_POP","A","2010",68.4114700968334,
"LUX","WKGPOP","TOT","PC_POP","A","2011",68.7115487382102,
"LUX","WKGPOP","TOT","PC_POP","A","2012",68.9680046407208,
"LUX","WKGPOP","TOT","PC_POP","A","2013",69.0612818804545,
"LUX","WKGPOP","TOT","PC_POP","A","2014",69.1261535585506,
"LUX","WKGPOP","TOT","PC_POP","A","2015",69.2386829469545,
"LUX","WKGPOP","TOT","PC_POP","A","2016",69.4153316685491,
"LUX","WKGPOP","TOT","PC_POP","A","2017",69.5318251257259,
"MEX","WKGPOP","TOT","PC_POP","A","2000",60.7731374944292,
"MEX","WKGPOP","TOT","PC_POP","A","2001",61.1297739593186,
"MEX","WKGPOP","TOT","PC_POP","A","2002",61.5019439526009,
"MEX","WKGPOP","TOT","PC_POP","A","2003",61.8697557948854,
"MEX","WKGPOP","TOT","PC_POP","A","2004",62.2208001569427,
"MEX","WKGPOP","TOT","PC_POP","A","2005",62.5594130310365,
"MEX","WKGPOP","TOT","PC_POP","A","2006",62.90549394757,
"MEX","WKGPOP","TOT","PC_POP","A","2007",63.2617169117304,
"MEX","WKGPOP","TOT","PC_POP","A","2008",63.6229021801767,
"MEX","WKGPOP","TOT","PC_POP","A","2009",63.9786991058008,
"MEX","WKGPOP","TOT","PC_POP","A","2010",64.3148314233931,
"MEX","WKGPOP","TOT","PC_POP","A","2011",64.6290844665617,
"MEX","WKGPOP","TOT","PC_POP","A","2012",64.9166922291547,
"MEX","WKGPOP","TOT","PC_POP","A","2013",65.1799578551759,
"MEX","WKGPOP","TOT","PC_POP","A","2014",65.4239687062172,
"MEX","WKGPOP","TOT","PC_POP","A","2015",65.6526850919423,
"MEX","WKGPOP","TOT","PC_POP","A","2016",65.867767035965,
"MEX","WKGPOP","TOT","PC_POP","A","2017",66.0645633847209,
"NLD","WKGPOP","TOT","PC_POP","A","2000",67.8188540959926,
"NLD","WKGPOP","TOT","PC_POP","A","2001",67.7524659760185,
"NLD","WKGPOP","TOT","PC_POP","A","2002",67.7145612391069,
"NLD","WKGPOP","TOT","PC_POP","A","2003",67.6511372391628,
"NLD","WKGPOP","TOT","PC_POP","A","2004",67.5585164936235,
"NLD","WKGPOP","TOT","PC_POP","A","2005",67.4865996183426,
"NLD","WKGPOP","TOT","PC_POP","A","2006",67.4478542154653,
"NLD","WKGPOP","TOT","PC_POP","A","2007",67.4102180873091,
"NLD","WKGPOP","TOT","PC_POP","A","2008",67.3304028618006,
"NLD","WKGPOP","TOT","PC_POP","A","2009",67.1934238442209,
"NLD","WKGPOP","TOT","PC_POP","A","2010",67.0388236448257,
"NLD","WKGPOP","TOT","PC_POP","A","2011",66.7075878295394,
"NLD","WKGPOP","TOT","PC_POP","A","2012",66.2329901892353,
"NLD","WKGPOP","TOT","PC_POP","A","2013",65.8680538405647,
"NLD","WKGPOP","TOT","PC_POP","A","2014",65.5978639322318,
"NLD","WKGPOP","TOT","PC_POP","A","2015",65.4076449571058,
"NLD","WKGPOP","TOT","PC_POP","A","2016",65.2780858884927,
"NLD","WKGPOP","TOT","PC_POP","A","2017",65.1422790863154,
"NZL","WKGPOP","TOT","PC_POP","A","2000",65.4675065453509,
"NZL","WKGPOP","TOT","PC_POP","A","2001",65.5253189022033,
"NZL","WKGPOP","TOT","PC_POP","A","2002",65.7819425098138,
"NZL","WKGPOP","TOT","PC_POP","A","2003",66.089094159714,
"NZL","WKGPOP","TOT","PC_POP","A","2004",66.2952905198777,
"NZL","WKGPOP","TOT","PC_POP","A","2005",66.4561310142964,
"NZL","WKGPOP","TOT","PC_POP","A","2006",66.5451895043732,
"NZL","WKGPOP","TOT","PC_POP","A","2007",66.4629007055258,
"NZL","WKGPOP","TOT","PC_POP","A","2008",66.4160289215456,
"NZL","WKGPOP","TOT","PC_POP","A","2009",66.3115325617069,
"NZL","WKGPOP","TOT","PC_POP","A","2010",66.1744087158388,
"NZL","WKGPOP","TOT","PC_POP","A","2011",65.9949817518248,
"NZL","WKGPOP","TOT","PC_POP","A","2012",65.6793176198362,
"NZL","WKGPOP","TOT","PC_POP","A","2013",65.449674703406,
"NZL","WKGPOP","TOT","PC_POP","A","2014",65.4537805823093,
"NZL","WKGPOP","TOT","PC_POP","A","2015",65.5829392111772,
"NZL","WKGPOP","TOT","PC_POP","A","2016",65.7075581765342,
"NZL","WKGPOP","TOT","PC_POP","A","2017",65.7082017616753,
"NOR","WKGPOP","TOT","PC_POP","A","2000",64.8293365379841,
"NOR","WKGPOP","TOT","PC_POP","A","2001",64.9584480477085,
"NOR","WKGPOP","TOT","PC_POP","A","2002",65.1177559524715,
"NOR","WKGPOP","TOT","PC_POP","A","2003",65.2913038220702,
"NOR","WKGPOP","TOT","PC_POP","A","2004",65.4617719994015,
"NOR","WKGPOP","TOT","PC_POP","A","2005",65.6486837412208,
"NOR","WKGPOP","TOT","PC_POP","A","2006",65.876194274947,
"NOR","WKGPOP","TOT","PC_POP","A","2007",66.1063043993446,
"NOR","WKGPOP","TOT","PC_POP","A","2008",66.2586313746339,
"NOR","WKGPOP","TOT","PC_POP","A","2009",66.2703708397843,
"NOR","WKGPOP","TOT","PC_POP","A","2010",66.2080894566102,
"NOR","WKGPOP","TOT","PC_POP","A","2011",66.126815003728,
"NOR","WKGPOP","TOT","PC_POP","A","2012",66.030330528154,
"NOR","WKGPOP","TOT","PC_POP","A","2013",65.9321900778537,
"NOR","WKGPOP","TOT","PC_POP","A","2014",65.8380158005165,
"NOR","WKGPOP","TOT","PC_POP","A","2015",65.743488600354,
"NOR","WKGPOP","TOT","PC_POP","A","2016",65.6085041075966,
"NOR","WKGPOP","TOT","PC_POP","A","2017",65.4357760568812,
"POL","WKGPOP","TOT","PC_POP","A","2000",68.3139233650895,
"POL","WKGPOP","TOT","PC_POP","A","2001",68.7954081664134,
"POL","WKGPOP","TOT","PC_POP","A","2002",69.1974594989718,
"POL","WKGPOP","TOT","PC_POP","A","2003",69.6224944840549,
"POL","WKGPOP","TOT","PC_POP","A","2004",69.9837971198145,
"POL","WKGPOP","TOT","PC_POP","A","2005",70.3221741872456,
"POL","WKGPOP","TOT","PC_POP","A","2006",70.6410320055107,
"POL","WKGPOP","TOT","PC_POP","A","2007",70.9280207950647,
"POL","WKGPOP","TOT","PC_POP","A","2008",71.1512534044511,
