"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","HRWKD","TOT","HR_WKD","A","2016",1395.6,
"DEU","HRWKD","TOT","HR_WKD","A","2017",1389.1,
"DEU","HRWKD","TOT","HR_WKD","A","2018",1386.9,
"DEU","HRWKD","TOT","HR_WKD","A","2019",1382.8,
"DEU","HRWKD","TOT","HR_WKD","A","2020",1331.7,
"GRC","HRWKD","TOT","HR_WKD","A","2000",1998,
"GRC","HRWKD","TOT","HR_WKD","A","2001",1992,
"GRC","HRWKD","TOT","HR_WKD","A","2002",1984,
"GRC","HRWKD","TOT","HR_WKD","A","2003",1983,
"GRC","HRWKD","TOT","HR_WKD","A","2004",1974,
"GRC","HRWKD","TOT","HR_WKD","A","2005",2025,
"GRC","HRWKD","TOT","HR_WKD","A","2006",2015,
"GRC","HRWKD","TOT","HR_WKD","A","2007",2001,
"GRC","HRWKD","TOT","HR_WKD","A","2008",1997,
"GRC","HRWKD","TOT","HR_WKD","A","2009",1973,
"GRC","HRWKD","TOT","HR_WKD","A","2010",1931,
"GRC","HRWKD","TOT","HR_WKD","A","2011",1950,
"GRC","HRWKD","TOT","HR_WKD","A","2012",1990,
"GRC","HRWKD","TOT","HR_WKD","A","2013",1997,
"GRC","HRWKD","TOT","HR_WKD","A","2014",1949,
"GRC","HRWKD","TOT","HR_WKD","A","2015",1935,
"GRC","HRWKD","TOT","HR_WKD","A","2016",1943,
"GRC","HRWKD","TOT","HR_WKD","A","2017",1947,
"GRC","HRWKD","TOT","HR_WKD","A","2018",1965,
"GRC","HRWKD","TOT","HR_WKD","A","2019",1920,
"GRC","HRWKD","TOT","HR_WKD","A","2020",1728,
"HUN","HRWKD","TOT","HR_WKD","A","2000",1932.4,
"HUN","HRWKD","TOT","HR_WKD","A","2001",1897.8,
"HUN","HRWKD","TOT","HR_WKD","A","2002",1883.6,
"HUN","HRWKD","TOT","HR_WKD","A","2003",1856.3,
"HUN","HRWKD","TOT","HR_WKD","A","2004",1858.6,
"HUN","HRWKD","TOT","HR_WKD","A","2005",1834.1,
"HUN","HRWKD","TOT","HR_WKD","A","2006",1813.9,
"HUN","HRWKD","TOT","HR_WKD","A","2007",1787.8,
"HUN","HRWKD","TOT","HR_WKD","A","2008",1791.2,
"HUN","HRWKD","TOT","HR_WKD","A","2009",1758.2,
"HUN","HRWKD","TOT","HR_WKD","A","2010",1766.4,
"HUN","HRWKD","TOT","HR_WKD","A","2011",1753.7,
"HUN","HRWKD","TOT","HR_WKD","A","2012",1738.3,
"HUN","HRWKD","TOT","HR_WKD","A","2013",1733.6,
"HUN","HRWKD","TOT","HR_WKD","A","2014",1748.6,
"HUN","HRWKD","TOT","HR_WKD","A","2015",1745.9,
"HUN","HRWKD","TOT","HR_WKD","A","2016",1760.2,
"HUN","HRWKD","TOT","HR_WKD","A","2017",1747.4,
"HUN","HRWKD","TOT","HR_WKD","A","2018",1729.9,
"HUN","HRWKD","TOT","HR_WKD","A","2019",1722.2,
"HUN","HRWKD","TOT","HR_WKD","A","2020",1660.3,
"ISL","HRWKD","TOT","HR_WKD","A","2000",1696,
"ISL","HRWKD","TOT","HR_WKD","A","2001",1707,
"ISL","HRWKD","TOT","HR_WKD","A","2002",1672,
"ISL","HRWKD","TOT","HR_WKD","A","2003",1639,
"ISL","HRWKD","TOT","HR_WKD","A","2004",1645,
"ISL","HRWKD","TOT","HR_WKD","A","2005",1637,
"ISL","HRWKD","TOT","HR_WKD","A","2006",1627,
"ISL","HRWKD","TOT","HR_WKD","A","2007",1605,
"ISL","HRWKD","TOT","HR_WKD","A","2008",1625,
"ISL","HRWKD","TOT","HR_WKD","A","2009",1536,
"ISL","HRWKD","TOT","HR_WKD","A","2010",1528,
"ISL","HRWKD","TOT","HR_WKD","A","2011",1538,
"ISL","HRWKD","TOT","HR_WKD","A","2012",1523,
"ISL","HRWKD","TOT","HR_WKD","A","2013",1524,
"ISL","HRWKD","TOT","HR_WKD","A","2014",1513,
"ISL","HRWKD","TOT","HR_WKD","A","2015",1511,
"ISL","HRWKD","TOT","HR_WKD","A","2016",1520,
"ISL","HRWKD","TOT","HR_WKD","A","2017",1507,
"ISL","HRWKD","TOT","HR_WKD","A","2018",1496,
"ISL","HRWKD","TOT","HR_WKD","A","2019",1480,
"ISL","HRWKD","TOT","HR_WKD","A","2020",1435,
"IRL","HRWKD","TOT","HR_WKD","A","2000",1933,
"IRL","HRWKD","TOT","HR_WKD","A","2001",1924,
"IRL","HRWKD","TOT","HR_WKD","A","2002",1904,
"IRL","HRWKD","TOT","HR_WKD","A","2003",1887,
"IRL","HRWKD","TOT","HR_WKD","A","2004",1875,
"IRL","HRWKD","TOT","HR_WKD","A","2005",1883,
"IRL","HRWKD","TOT","HR_WKD","A","2006",1879,
"IRL","HRWKD","TOT","HR_WKD","A","2007",1865,
"IRL","HRWKD","TOT","HR_WKD","A","2008",1844,
"IRL","HRWKD","TOT","HR_WKD","A","2009",1812,
"IRL","HRWKD","TOT","HR_WKD","A","2010",1721,
"IRL","HRWKD","TOT","HR_WKD","A","2011",1737,
"IRL","HRWKD","TOT","HR_WKD","A","2012",1738,
"IRL","HRWKD","TOT","HR_WKD","A","2013",1743,
"IRL","HRWKD","TOT","HR_WKD","A","2014",1757,
"IRL","HRWKD","TOT","HR_WKD","A","2015",1771,
"IRL","HRWKD","TOT","HR_WKD","A","2016",1763,
"IRL","HRWKD","TOT","HR_WKD","A","2017",1775,
"IRL","HRWKD","TOT","HR_WKD","A","2018",1782,
"IRL","HRWKD","TOT","HR_WKD","A","2019",1771,
"IRL","HRWKD","TOT","HR_WKD","A","2020",1746,
"ITA","HRWKD","TOT","HR_WKD","A","2000",1850.2,
"ITA","HRWKD","TOT","HR_WKD","A","2001",1837.6,
"ITA","HRWKD","TOT","HR_WKD","A","2002",1826.2,
"ITA","HRWKD","TOT","HR_WKD","A","2003",1815.1,
"ITA","HRWKD","TOT","HR_WKD","A","2004",1814.6,
"ITA","HRWKD","TOT","HR_WKD","A","2005",1811.1,
"ITA","HRWKD","TOT","HR_WKD","A","2006",1811.9,
"ITA","HRWKD","TOT","HR_WKD","A","2007",1817.7,
"ITA","HRWKD","TOT","HR_WKD","A","2008",1806.5,
"ITA","HRWKD","TOT","HR_WKD","A","2009",1775.2,
"ITA","HRWKD","TOT","HR_WKD","A","2010",1776.8,
"ITA","HRWKD","TOT","HR_WKD","A","2011",1772.6,
"ITA","HRWKD","TOT","HR_WKD","A","2012",1733.6,
"ITA","HRWKD","TOT","HR_WKD","A","2013",1719.1,
"ITA","HRWKD","TOT","HR_WKD","A","2014",1716.3,
"ITA","HRWKD","TOT","HR_WKD","A","2015",1717.5,
"ITA","HRWKD","TOT","HR_WKD","A","2016",1721.7,
"ITA","HRWKD","TOT","HR_WKD","A","2017",1719.2,
"ITA","HRWKD","TOT","HR_WKD","A","2018",1719.4,
"ITA","HRWKD","TOT","HR_WKD","A","2019",1714.7,
"ITA","HRWKD","TOT","HR_WKD","A","2020",1558.7,
"JPN","HRWKD","TOT","HR_WKD","A","2000",1821,
"JPN","HRWKD","TOT","HR_WKD","A","2001",1809,
"JPN","HRWKD","TOT","HR_WKD","A","2002",1798,
"JPN","HRWKD","TOT","HR_WKD","A","2003",1799,
"JPN","HRWKD","TOT","HR_WKD","A","2004",1787,
"JPN","HRWKD","TOT","HR_WKD","A","2005",1775,
"JPN","HRWKD","TOT","HR_WKD","A","2006",1784,
"JPN","HRWKD","TOT","HR_WKD","A","2007",1785,
"JPN","HRWKD","TOT","HR_WKD","A","2008",1771,
"JPN","HRWKD","TOT","HR_WKD","A","2009",1714,
"JPN","HRWKD","TOT","HR_WKD","A","2010",1733,
"JPN","HRWKD","TOT","HR_WKD","A","2011",1728,
"JPN","HRWKD","TOT","HR_WKD","A","2012",1745,
"JPN","HRWKD","TOT","HR_WKD","A","2013",1734,
"JPN","HRWKD","TOT","HR_WKD","A","2014",1729,
"JPN","HRWKD","TOT","HR_WKD","A","2015",1719,
"JPN","HRWKD","TOT","HR_WKD","A","2016",1714,
"JPN","HRWKD","TOT","HR_WKD","A","2017",1709,
"JPN","HRWKD","TOT","HR_WKD","A","2018",1680,
"JPN","HRWKD","TOT","HR_WKD","A","2019",1644,
"JPN","HRWKD","TOT","HR_WKD","A","2020",1598,
"KOR","HRWKD","TOT","HR_WKD","A","2008",2228,
"KOR","HRWKD","TOT","HR_WKD","A","2009",2174,
"KOR","HRWKD","TOT","HR_WKD","A","2010",2163,
"KOR","HRWKD","TOT","HR_WKD","A","2011",2136,
"KOR","HRWKD","TOT","HR_WKD","A","2012",2119,
"KOR","HRWKD","TOT","HR_WKD","A","2013",2106,
"KOR","HRWKD","TOT","HR_WKD","A","2014",2076,
"KOR","HRWKD","TOT","HR_WKD","A","2015",2083,
"KOR","HRWKD","TOT","HR_WKD","A","2016",2068,
"KOR","HRWKD","TOT","HR_WKD","A","2017",2018,
"KOR","HRWKD","TOT","HR_WKD","A","2018",1993,
"KOR","HRWKD","TOT","HR_WKD","A","2019",1967,
"KOR","HRWKD","TOT","HR_WKD","A","2020",1908,
"LUX","HRWKD","TOT","HR_WKD","A","2000",1602,
"LUX","HRWKD","TOT","HR_WKD","A","2001",1586,
"LUX","HRWKD","TOT","HR_WKD","A","2002",1581,
"LUX","HRWKD","TOT","HR_WKD","A","2003",1579,
"LUX","HRWKD","TOT","HR_WKD","A","2004",1578,
"LUX","HRWKD","TOT","HR_WKD","A","2005",1550,
"LUX","HRWKD","TOT","HR_WKD","A","2006",1552,
"LUX","HRWKD","TOT","HR_WKD","A","2007",1566,
"LUX","HRWKD","TOT","HR_WKD","A","2008",1567,
"LUX","HRWKD","TOT","HR_WKD","A","2009",1517,
"LUX","HRWKD","TOT","HR_WKD","A","2010",1517,
"LUX","HRWKD","TOT","HR_WKD","A","2011",1515,
"LUX","HRWKD","TOT","HR_WKD","A","2012",1508,
"LUX","HRWKD","TOT","HR_WKD","A","2013",1503,
"LUX","HRWKD","TOT","HR_WKD","A","2014",1506,
"LUX","HRWKD","TOT","HR_WKD","A","2015",1514,
"LUX","HRWKD","TOT","HR_WKD","A","2016",1512,
"LUX","HRWKD","TOT","HR_WKD","A","2017",1506,
"LUX","HRWKD","TOT","HR_WKD","A","2018",1506,
"LUX","HRWKD","TOT","HR_WKD","A","2019",1506,
"LUX","HRWKD","TOT","HR_WKD","A","2020",1427,
"MEX","HRWKD","TOT","HR_WKD","A","2000",2174,
"MEX","HRWKD","TOT","HR_WKD","A","2001",2146,
"MEX","HRWKD","TOT","HR_WKD","A","2002",2196,
"MEX","HRWKD","TOT","HR_WKD","A","2003",2143,
"MEX","HRWKD","TOT","HR_WKD","A","2004",2123,
"MEX","HRWKD","TOT","HR_WKD","A","2005",2105,
"MEX","HRWKD","TOT","HR_WKD","A","2006",2067,
"MEX","HRWKD","TOT","HR_WKD","A","2007",2045,
"MEX","HRWKD","TOT","HR_WKD","A","2008",2105,
"MEX","HRWKD","TOT","HR_WKD","A","2009",1973,
"MEX","HRWKD","TOT","HR_WKD","A","2010",2150,
"MEX","HRWKD","TOT","HR_WKD","A","2011",2121,
"MEX","HRWKD","TOT","HR_WKD","A","2012",2120,
"MEX","HRWKD","TOT","HR_WKD","A","2013",2136,
"MEX","HRWKD","TOT","HR_WKD","A","2014",2134,
"MEX","HRWKD","TOT","HR_WKD","A","2015",2140,
"MEX","HRWKD","TOT","HR_WKD","A","2016",2146,
"MEX","HRWKD","TOT","HR_WKD","A","2017",2149,
"MEX","HRWKD","TOT","HR_WKD","A","2018",2149,
"MEX","HRWKD","TOT","HR_WKD","A","2019",2139,
"MEX","HRWKD","TOT","HR_WKD","A","2020",2124,
"NLD","HRWKD","TOT","HR_WKD","A","2000",1464,
"NLD","HRWKD","TOT","HR_WKD","A","2001",1454,
"NLD","HRWKD","TOT","HR_WKD","A","2002",1436,
"NLD","HRWKD","TOT","HR_WKD","A","2003",1428,
"NLD","HRWKD","TOT","HR_WKD","A","2004",1448,
"NLD","HRWKD","TOT","HR_WKD","A","2005",1434,
"NLD","HRWKD","TOT","HR_WKD","A","2006",1430,
"NLD","HRWKD","TOT","HR_WKD","A","2007",1429,
"NLD","HRWKD","TOT","HR_WKD","A","2008",1429,
"NLD","HRWKD","TOT","HR_WKD","A","2009",1420,
"NLD","HRWKD","TOT","HR_WKD","A","2010",1420,
"NLD","HRWKD","TOT","HR_WKD","A","2011",1420,
"NLD","HRWKD","TOT","HR_WKD","A","2012",1411,
"NLD","HRWKD","TOT","HR_WKD","A","2013",1415,
"NLD","HRWKD","TOT","HR_WKD","A","2014",1426,
"NLD","HRWKD","TOT","HR_WKD","A","2015",1426,
"NLD","HRWKD","TOT","HR_WKD","A","2016",1437,
"NLD","HRWKD","TOT","HR_WKD","A","2017",1437,
"NLD","HRWKD","TOT","HR_WKD","A","2018",1436,
"NLD","HRWKD","TOT","HR_WKD","A","2019",1440,
"NLD","HRWKD","TOT","HR_WKD","A","2020",1399,
"NZL","HRWKD","TOT","HR_WKD","A","2000",1836,
"NZL","HRWKD","TOT","HR_WKD","A","2001",1825,
"NZL","HRWKD","TOT","HR_WKD","A","2002",1826,
"NZL","HRWKD","TOT","HR_WKD","A","2003",1823,
"NZL","HRWKD","TOT","HR_WKD","A","2004",1830,
"NZL","HRWKD","TOT","HR_WKD","A","2005",1815,
"NZL","HRWKD","TOT","HR_WKD","A","2006",1795,
"NZL","HRWKD","TOT","HR_WKD","A","2007",1774,
"NZL","HRWKD","TOT","HR_WKD","A","2008",1761,
"NZL","HRWKD","TOT","HR_WKD","A","2009",1740,
"NZL","HRWKD","TOT","HR_WKD","A","2010",1755,
"NZL","HRWKD","TOT","HR_WKD","A","2011",1746,
"NZL","HRWKD","TOT","HR_WKD","A","2012",1734,
"NZL","HRWKD","TOT","HR_WKD","A","2013",1756,
"NZL","HRWKD","TOT","HR_WKD","A","2014",1758,
"NZL","HRWKD","TOT","HR_WKD","A","2015",1753,
"NZL","HRWKD","TOT","HR_WKD","A","2016",1754,
"NZL","HRWKD","TOT","HR_WKD","A","2017",1756,
"NZL","HRWKD","TOT","HR_WKD","A","2018",1759,
"NZL","HRWKD","TOT","HR_WKD","A","2019",1783,
"NZL","HRWKD","TOT","HR_WKD","A","2020",1739,
"NOR","HRWKD","TOT","HR_WKD","A","2000",1456.6,
"NOR","HRWKD","TOT","HR_WKD","A","2001",1424.1,
"NOR","HRWKD","TOT","HR_WKD","A","2002",1406.7,
"NOR","HRWKD","TOT","HR_WKD","A","2003",1389.7,
"NOR","HRWKD","TOT","HR_WKD","A","2004",1405.1,
"NOR","HRWKD","TOT","HR_WKD","A","2005",1405.9,
"NOR","HRWKD","TOT","HR_WKD","A","2006",1399.3,
"NOR","HRWKD","TOT","HR_WKD","A","2007",1405.6,
"NOR","HRWKD","TOT","HR_WKD","A","2008",1406.6,
"NOR","HRWKD","TOT","HR_WKD","A","2009",1387.1,
"NOR","HRWKD","TOT","HR_WKD","A","2010",1395.1,
"NOR","HRWKD","TOT","HR_WKD","A","2011",1399.9,
"NOR","HRWKD","TOT","HR_WKD","A","2012",1396.3,
"NOR","HRWKD","TOT","HR_WKD","A","2013",1386.7,
"NOR","HRWKD","TOT","HR_WKD","A","2014",1389.5,
"NOR","HRWKD","TOT","HR_WKD","A","2015",1391.9,
"NOR","HRWKD","TOT","HR_WKD","A","2016",1394.7,
"NOR","HRWKD","TOT","HR_WKD","A","2017",1380.4,
"NOR","HRWKD","TOT","HR_WKD","A","2018",1379.3,
"NOR","HRWKD","TOT","HR_WKD","A","2019",1381.4,
"NOR","HRWKD","TOT","HR_WKD","A","2020",1368.7,
"POL","HRWKD","TOT","HR_WKD","A","2000",1869,
"POL","HRWKD","TOT","HR_WKD","A","2001",1855,
"POL","HRWKD","TOT","HR_WKD","A","2002",1850,
"POL","HRWKD","TOT","HR_WKD","A","2003",1859,
"POL","HRWKD","TOT","HR_WKD","A","2004",1859,
"POL","HRWKD","TOT","HR_WKD","A","2005",1855,
"POL","HRWKD","TOT","HR_WKD","A","2006",1850,
"POL","HRWKD","TOT","HR_WKD","A","2007",1850,
"POL","HRWKD","TOT","HR_WKD","A","2008",1846,
"POL","HRWKD","TOT","HR_WKD","A","2009",1834,
